#branch_name branch_num bus_from bus_to r(pu)       x(pu)
1 1 1 2 0.01938 0.05917
2 2 1 5 0.05403 0.22304
3 3 2 3 0.04699 0.19797
4 4 2 4 0.05811 0.17632
5 5 2 5 0.05695 0.17388
6 6 3 4 0.06701 0.17103
7 7 4 5 0.01335 0.04211
8 8 4 7 0 0.20912
9 9 4 9 0 0.55618
10 10 5 6 0 0.25202
11 11 6 11 0.09498 0.1989
12 12 6 12 0.12291 0.25581
13 13 6 13 0.06615 0.13027
14 14 7 8 0 0.17615
15 15 7 9 0 0.11001
16 16 9 10 0.03181 0.0845
17 17 9 14 0.12711 0.27038
18 18 10 11 0.08205 0.19207
19 19 12 13 0.22092 0.19988
20 20 13 14 0.17093 0.34802
