#branch_name branch_num bus_from bus_to r(pu)       x(pu)
1 1 1 2 0.0083 0.028
2 2 2 3 0.0298 0.085
3 3 3 4 0.0112 0.0366
4 4 4 5 0.0625 0.132
5 5 4 6 0.043 0.148
6 6 6 7 0.02 0.102
7 7 6 8 0.0339 0.173
8 8 8 9 0.0099 0.0505
9 9 9 10 0.0369 0.1679
10 10 9 11 0.0258 0.0848
11 11 9 12 0.0648 0.295
12 12 9 13 0.0481 0.158
13 13 13 14 0.0132 0.0434
14 14 13 15 0.0269 0.0869
15 15 1 15 0.0178 0.091
16 16 1 16 0.0454 0.206
17 17 1 17 0.0238 0.108
18 18 3 15 0.0162 0.053
19 19 4 18 0 0.555
20 20 4 18 0 0.43
21 21 5 6 0.0302 0.0641
22 22 7 8 0.0139 0.0712
23 23 10 12 0.0277 0.1262
24 24 11 13 0.0223 0.0732
25 25 12 13 0.0178 0.058
26 26 12 16 0.018 0.0813
27 27 12 17 0.0397 0.179
28 28 14 15 0.0171 0.0547
29 29 18 19 0.461 0.685
30 30 19 20 0.283 0.434
31 31 21 20 0 0.7767
32 32 21 22 0.0736 0.117
33 33 22 23 0.0099 0.0152
34 34 23 24 0.166 0.256
35 35 24 25 0 1.182
36 36 24 25 0 1.23
37 37 24 26 0 0.0473
38 38 26 27 0.165 0.254
39 39 27 28 0.0618 0.0954
40 40 28 29 0.0418 0.0587
41 41 7 29 0 0.0648
42 42 25 30 0.135 0.202
43 43 30 31 0.326 0.497
44 44 31 32 0.507 0.755
45 45 32 33 0.0392 0.036
46 46 34 32 0 0.953
47 47 34 35 0.052 0.078
48 48 35 36 0.043 0.0537
49 49 36 37 0.029 0.0366
50 50 37 38 0.0651 0.1009
51 51 37 39 0.0239 0.0379
52 52 36 40 0.03 0.0466
53 53 22 38 0.0192 0.0295
54 54 11 41 0 0.749
55 55 41 42 0.207 0.352
56 56 41 43 0 0.412
57 57 38 44 0.0289 0.0585
58 58 15 45 0 0.1042
59 59 14 46 0 0.0735
60 60 46 47 0.023 0.068
61 61 47 48 0.0182 0.0233
62 62 48 49 0.0834 0.129
63 63 49 50 0.0801 0.128
64 64 50 51 0.1386 0.22
65 65 10 51 0 0.0712
66 66 13 49 0 0.191
67 67 29 52 0.1442 0.187
68 68 52 53 0.0762 0.0984
69 69 53 54 0.1878 0.232
70 70 54 55 0.1732 0.2265
71 71 11 43 0 0.153
72 72 44 45 0.0624 0.1242
73 73 40 56 0 1.195
74 74 56 41 0.553 0.549
75 75 56 42 0.2125 0.354
76 76 39 57 0 1.355
77 77 57 56 0.174 0.26
78 78 38 49 0.115 0.177
79 79 38 48 0.0312 0.0482
80 80 9 55 0 0.1205
