#branch_name branch_num bus_from bus_to r(pu)       x(pu)
1 1 1 2 0.02 0.06
2 2 1 3 0.05 0.19
3 3 2 4 0.06 0.17
4 4 3 4 0.01 0.04
5 5 2 5 0.05 0.2
6 6 2 6 0.06 0.18
7 7 4 6 0.01 0.04
8 8 5 7 0.05 0.12
9 9 6 7 0.03 0.08
10 10 6 8 0.01 0.04
11 11 6 9 0 0.21
12 12 6 10 0 0.56
13 13 9 11 0 0.21
14 14 9 10 0 0.11
15 15 4 12 0 0.26
16 16 12 13 0 0.14
17 17 12 14 0.12 0.26
18 18 12 15 0.07 0.13
19 19 12 16 0.09 0.2
20 20 14 15 0.22 0.2
21 21 16 17 0.08 0.19
22 22 15 18 0.11 0.22
23 23 18 19 0.06 0.13
24 24 19 20 0.03 0.07
25 25 10 20 0.09 0.21
26 26 10 17 0.03 0.08
27 27 10 21 0.03 0.07
28 28 10 22 0.07 0.15
29 29 21 22 0.01 0.02
30 30 15 23 0.1 0.2
31 31 22 24 0.12 0.18
32 32 23 24 0.13 0.27
33 33 24 25 0.19 0.33
34 34 25 26 0.25 0.38
35 35 25 27 0.11 0.21
36 36 28 27 0 0.4
37 37 27 29 0.22 0.42
38 38 27 30 0.32 0.6
39 39 29 30 0.24 0.45
40 40 8 28 0.06 0.2
41 41 6 28 0.02 0.06
