#branch_name branch_num bus_from bus_to r(pu)       x(pu)
1 1 37 9001 6e-05 0.00046
2 2 9001 9005 0.0008 0.00348
3 3 9001 9006 0.02439 0.43682
4 4 9001 9012 0.03624 0.64898
5 5 9005 9051 0.01578 0.37486
6 6 9005 9052 0.01578 0.37486
7 7 9005 9053 0.01602 0.38046
8 8 9005 9054 0 0.152
9 9 9005 9055 0 0.8
10 10 9006 9007 0.05558 0.24666
11 11 9006 9003 0.11118 0.49332
12 12 9006 9003 0.11118 0.49332
13 13 9012 9002 0.07622 0.43286
14 14 9012 9002 0.07622 0.43286
15 15 9002 9021 0.0537 0.07026
16 16 9021 9023 1.1068 0.95278
17 17 9021 9022 0.44364 2.8152
18 18 9002 9024 0.50748 3.2202
19 19 9023 9025 0.66688 3.944
20 20 9023 9026 0.6113 3.6152
21 21 9007 9071 0.4412 2.9668
22 22 9007 9072 0.30792 2.057
23 23 9007 9003 0.0558 0.24666
24 24 9003 9031 0.73633 4.6724
25 25 9003 9032 0.76978 4.8846
26 26 9003 9033 0.75732 4.8056
27 27 9003 9044 0.07378 0.06352
28 28 9044 9004 0.03832 0.02894
29 29 9004 9041 0.36614 2.456
30 30 9004 9042 1.0593 5.4536
31 31 9004 9043 0.1567 1.6994
32 32 9003 9034 0.13006 1.3912
33 33 9003 9035 0.54484 3.4572
34 34 9003 9036 0.15426 1.6729
35 35 9003 9037 0.3849 2.5712
36 36 9003 9038 0.4412 2.9668
37 37 9012 9121 0.23552 0.99036
38 38 9053 9533 0 0.75
39 39 1 5 0.001 0.006
40 40 2 6 0.001 0.009
41 41 2 8 0.006 0.027
42 42 3 7 0 0.003
43 43 3 19 0.008 0.069
44 44 3 150 0.001 0.007
45 45 4 16 0.002 0.019
46 46 5 9 0.006 0.029
47 47 7 12 0.001 0.009
48 48 7 131 0.001 0.007
49 49 8 11 0.013 0.0595
50 50 8 14 0.013 0.042
51 51 9 11 0.006 0.027
52 52 11 13 0.008 0.034
53 53 12 21 0.002 0.015
54 54 13 20 0.006 0.034
55 55 14 15 0.014 0.042
56 56 15 37 0.065 0.248
57 57 15 89 0.099 0.248
58 58 15 90 0.096 0.363
59 59 16 42 0.002 0.022
60 60 19 21 0.002 0.018
61 61 19 87 0.013 0.08
62 62 20 22 0.016 0.033
63 63 20 27 0.069 0.186
64 64 21 24 0.004 0.034
65 65 22 23 0.052 0.111
66 66 23 25 0.019 0.039
67 67 24 319 0.007 0.068
68 68 25 26 0.036 0.071
69 69 26 27 0.045 0.12
70 70 26 320 0.043 0.13
71 71 33 34 0 0.063
72 72 33 38 0.0025 0.012
73 73 33 40 0.006 0.029
74 74 33 41 0.007 0.043
75 75 34 42 0.001 0.008
76 76 35 72 0.012 0.06
77 77 35 76 0.006 0.014
78 78 35 77 0.01 0.029
79 79 36 88 0.004 0.027
