#branch_name branch_num bus_from bus_to r(pu)       x(pu)
1 1 1833 1 0.002607 0.017462
2 2 29 2 2.1e-05 0.000125
3 3 675 2 0.000145 0.001877
4 4 1271 2 0.000319 0.003234
5 5 30 2 2.1e-05 0.000125
6 6 142 3 0.006163 0.041067
7 7 677 3 0.000652 0.004369
8 8 1048 4 0.009733 0.034089
9 9 101 5 0.000277 0.002015
10 10 286 6 0.00881 0.033995
11 11 329 6 0.004642 0.019832
12 12 737 5 0.008861 0.03506
13 13 760 5 0.006993 0.032869
14 14 1330 6 0.002173 0.008731
15 15 1350 5 0.00077 0.003121
16 16 1523 6 0.004109 0.016138
17 17 102 8 8.3e-05 0.000907
18 18 316 8 0.000552 0.006726
19 19 623 8 0.000512 0.008012
20 20 882 8 0.001107 0.00918
21 21 103 7 6.2e-05 0.000741
22 22 623 8 0.000512 0.008019
23 23 623 7 0.001153 0.013123
24 24 113 9 0.000158 0.000672
25 25 1134 9 4.5e-05 8.9e-05
26 26 346 10 0.00478 0.028622
27 27 345 10 0.00478 0.028583
28 28 106 11 0.000257 0.000514
29 29 758 12 0.000257 0.002153
30 30 962 12 0.000277 0.000869
31 31 955 13 0.000237 0.00083
32 32 995 13 0.000178 0.000612
33 33 39 14 0.002568 0.011753
34 34 1428 14 0.002568 0.011615
35 35 1054 16 9.9e-05 0.00077
36 36 1054 15 9.9e-05 0.00077
37 37 1428 17 0.000514 0.003437
38 38 1432 17 0.005476 0.036879
39 39 39 17 0.000514 0.003457
40 40 869 18 0.003477 0.01118
41 41 1089 18 0.000612 0.003121
42 42 1164 20 2.4e-05 0.000144
43 43 1164 19 7.1e-05 0.000162
44 44 972 21 0.000257 0.001165
45 45 476 22 0.005709 0.037926
46 46 1497 22 0.001758 0.011654
47 47 69 23 0.001383 0.009462
48 48 446 23 0.00156 0.006933
49 49 605 23 0.006376 0.028733
50 50 987 23 0.00158 0.010627
51 51 845 25 0.001086 0.003536
52 52 845 25 0.001086 0.003536
53 53 123 27 0.004741 0.020385
54 54 1479 27 0.009027 0.048869
55 55 1500 27 0.003516 0.016257
56 56 289 28 0.000514 0.003417
57 57 307 28 0.001084 0.007198
58 58 1451 28 0.000523 0.002436
59 59 289 28 0.000514 0.003457
60 60 307 28 0.001086 0.007249
61 61 1450 28 0.000553 0.002469
62 62 307 28 0.001086 0.007269
63 63 842 31 0.001837 0.011694
64 64 960 31 0.001067 0.007131
65 65 1269 31 0.001284 0.008593
66 66 1270 31 0.001284 0.008593
67 67 1270 31 0.001284 0.008533
68 68 212 33 0.000494 0.000928
69 69 326 33 0.000184 0.00159
70 70 1153 33 0.000198 0.001711
71 71 1170 33 0.000751 0.003358
72 72 343 34 0.000178 0.001047
73 73 955 34 0.000316 0.002232
74 74 1257 35 0.037227 0.106836
75 75 1439 35 0.006089 0.020756
76 76 846 36 0.000729 0.005118
77 77 846 36 0.000755 0.005235
78 78 228 37 0.001787 0.01946
79 79 477 38 0.001719 0.00877
80 80 1179 38 0.009165 0.04318
81 81 134 39 0.004879 0.032454
82 82 195 39 0.006341 0.042746
83 83 208 39 0.006914 0.031249
84 84 296 40 0.000582 0.007652
85 85 766 40 0.001648 0.021634
86 86 950 40 0.000838 0.014301
87 87 1282 40 0.001163 0.015312
88 88 296 40 0.000575 0.007576
89 89 766 40 0.001646 0.021633
90 90 950 40 0.000838 0.014287
91 91 1281 40 0.00117 0.015339
92 92 1282 40 0.001821 0.017874
93 93 558 41 0.000672 0.003477
94 94 1420 42 0.000632 0.004188
95 95 1420 43 0.000612 0.004148
96 96 1040 44 0.000672 0.004405
97 97 1521 44 0.000968 0.004602
98 98 1040 44 0.000632 0.004444
99 99 1524 45 0.001975 0.013215
100 100 1525 45 0.001956 0.013037
101 101 1321 46 0.002933 0.010267
102 102 1429 46 0.0028 0.007511
103 103 49 48 2e-05 0.000198
104 104 49 47 2e-05 0.000198
105 105 298 49 0.002037 0.010904
106 106 318 49 0.000415 0.002015
107 107 370 49 0.000395 0.00156
108 108 608 49 4e-05 0.000178
109 109 836 49 0.001323 0.012444
110 110 1227 49 0.000454 0.002133
111 111 1381 49 0.000119 0.000691
112 112 1411 49 0.00083 0.005175
113 113 836 49 0.001314 0.012115
114 114 1379 49 5.9e-05 0.000217
115 115 1378 49 5.9e-05 0.000217
116 116 1169 50 0.000158 0.000948
117 117 704 51 0.001521 0.007076
118 118 1265 51 0.002469 0.011457
119 119 404 52 0.001442 0.009699
120 120 427 52 0.001422 0.009541
121 121 459 53 0.004681 0.028227
122 122 765 53 0.001185 0.008
123 123 1529 53 0.005333 0.02722
124 124 766 54 0.000145 0.001911
125 125 1416 54 0.000253 0.003323
126 126 1101 56 0.000494 0.002252
127 127 1101 55 0.000494 0.002252
128 128 320 1827 0.009857 0.04478
129 129 813 1827 0.017106 0.078321
130 130 1287 1827 0.010272 0.048691
131 131 461 57 0.012978 0.059338
132 132 827 57 0.01197 0.056632
133 133 1429 58 0.000578 0.001156
134 134 1090 60 0.000316 0.001679
135 135 1090 59 0.000316 0.001679
136 136 713 61 0.000277 0.000573
137 137 1032 62 0.001055 0.004836
138 138 998 63 0.002114 0.008553
139 139 342 65 0.000158 0.000652
140 140 894 64 0.000198 0.000731
141 141 1265 66 0.00324 0.012616
142 142 1397 67 0.007522 0.029736
143 143 1543 67 0.006809 0.03043
144 144 404 69 0.002153 0.014736
145 145 469 68 0.000581 0.003838
146 146 791 68 0.001857 0.020306
147 147 1348 69 0.002331 0.015526
148 148 1480 68 0.001345 0.008968
149 149 470 68 0.000573 0.003911
150 150 640 68 0.001896 0.012701
151 151 556 70 0.000602 0.006717
152 152 792 70 0.00063 0.007098
153 153 1421 70 0.000367 0.004631
154 154 792 70 0.000472 0.006201
155 155 1416 70 0.001504 0.019298
156 156 203 72 0.000158 0.001106
157 157 375 71 0.000219 0.00193
158 158 403 71 0.000158 0.000909
159 159 982 71 0.000411 0.00356
160 160 1104 72 0.000158 0.001264
161 161 842 73 0.000198 0.001383
162 162 842 74 0.000217 0.001402
163 163 387 75 0.001304 0.008691
164 164 842 75 0.000691 0.004662
165 165 78 76 9.9e-05 0.000415
166 166 300 77 1e-06 0.000104
167 167 436 77 0.000353 0.004584
168 168 705 77 0.000699 0.009179
169 169 436 77 0.000353 0.004584
170 170 705 77 0.000734 0.009245
171 171 302 77 7e-06 0.000104
172 172 301 77 7e-06 0.000104
173 173 435 78 0.002556 0.017333
174 174 1040 78 0.008849 0.062617
175 175 1431 79 2.2e-05 9.9e-05
176 176 1430 80 2e-05 9.9e-05
177 177 745 81 0.000573 0.002588
178 178 1432 82 2e-05 0.000198
179 179 626 83 0.000138 0.00077
180 180 181 84 0.001171 0.007842
181 181 854 84 0.002212 0.014979
182 182 1186 85 0.000691 0.002588
183 183 1187 85 0.000691 0.002588
184 184 553 86 0.001627 0.014855
185 185 553 86 0.001676 0.013899
186 186 519 87 0.003081 0.020286
187 187 870 87 0.00241 0.01603
188 188 1300 88 0.000176 0.001385
189 189 1351 88 0.001817 0.012642
190 190 1351 88 0.001865 0.012502
191 191 283 89 0.007422 0.024489
192 192 467 89 0.028356 0.083956
193 193 729 89 0.016844 0.058489
194 194 1335 89 0.009067 0.028133
195 195 1433 90 0.000593 0.00401
196 196 376 91 0.010351 0.032395
197 197 1489 91 0.009146 0.025778
198 198 934 93 0.000395 0.006648
199 199 950 93 0.000492 0.008345
200 200 1062 92 0.001198 0.015699
201 201 1110 93 0.000734 0.010623
202 202 1282 92 0.001479 0.019446
203 203 1347 92 0.000305 0.003975
204 204 935 92 0.000395 0.006641
205 205 950 92 0.000492 0.008338
206 206 1062 93 0.001184 0.015568
207 207 1110 92 0.000734 0.010623
208 208 1281 93 0.001482 0.019467
209 209 1347 93 0.000305 0.003982
210 210 937 92 0.000388 0.0066
211 211 936 93 0.000388 0.006593
212 212 1149 96 0.001817 0.012049
213 213 149 97 0.003496 0.023269
214 214 680 98 0.030213 0.105538
215 215 701 98 0.019498 0.06712
216 216 702 99 0.006262 0.040849
217 217 1232 100 2e-05 0.000198
218 218 616 101 0.001936 0.0128
219 219 231 104 2e-05 0.000198
220 220 955 104 0.000296 0.000988
221 221 232 1828 8.5e-05 0.000198
222 222 542 105 0.002487 0.016492
223 223 628 105 0.000873 0.003563
224 224 772 105 0.003563 0.023682
225 225 1059 105 0.002724 0.018108
226 226 627 105 0.000873 0.003563
227 227 955 106 0.000257 0.000928
228 228 122 107 0.002291 0.009936
229 229 872 107 0.004168 0.028918
230 230 1127 107 0.002054 0.024691
231 231 1168 107 0.004879 0.032533
232 232 1405 107 0.005294 0.036998
233 233 1436 107 0.001422 0.009896
234 234 554 108 0.002168 0.029238
235 235 596 108 0.001468 0.01491
236 236 776 108 0.002479 0.028151
237 237 1128 108 0.00072 0.00946
238 238 597 108 0.00142 0.01617
239 239 776 108 0.002486 0.028165
240 240 1216 108 0.001184 0.016073
241 241 854 109 0.000521 0.002315
242 242 145 110 0.000178 0.000909
243 243 227 111 0.00241 0.015694
244 244 783 111 0.006874 0.044761
245 245 772 112 0.001521 0.021728
246 246 1533 112 0.001304 0.017205
247 247 297 113 0.000336 0.001363
248 248 371 113 0.000178 0.001422
249 249 1348 114 0.002252 0.011951
250 250 1435 114 0.00079 0.005333
251 251 394 115 0.001501 0.010015
252 252 413 115 0.003103 0.021146
253 253 1341 115 0.00162 0.010765
254 254 1514 115 0.001807 0.017201
255 255 132 115 0.000217 0.001442
256 256 1341 115 0.00162 0.010726
257 257 131 115 0.000119 0.001086
258 258 651 117 0.00072 0.009453
259 259 774 117 0.003206 0.03536
260 260 1367 117 0.000616 0.008054
261 261 651 117 0.000713 0.009384
262 262 1368 117 0.000616 0.008061
263 263 133 117 3.5e-05 0.000374
264 264 990 119 0.013393 0.069551
265 265 1031 119 0.013491 0.070361
