#branch_name branch_num bus_from bus_to r(pu)       x(pu)
1 1 7519 4482 0.0006 0.00616
2 2 7519 11823 0.0005 0.0074
3 3 3073 4516 0.00107 0.00626
4 4 3073 4706 0.000841 0.0055
5 5 5157 1032 0.00143 0.01563
6 6 5157 6653 0.00146 0.01692
7 7 628 7896 7e-05 0.00057
8 8 628 6592 6e-05 0.00056
9 9 11792 10888 0.003349 0.01656
10 10 11792 4609 0.003409 0.016211
11 11 6573 10888 0.003479 0.01586
12 12 6573 4609 0.003099 0.017969
13 13 782 13300 0.00127 0.01842
14 14 782 1186 0.00126 0.01847
15 15 11715 924 0.0013 0.01808
16 16 11715 12182 0.00131 0.01765
17 17 10257 2582 0.00065 0.01311
18 18 10257 9363 0.00067 0.00974
19 19 7595 11501 0.00236 0.01418
20 20 7595 11390 0.002169 0.015909
21 21 6873 1806 0.00027 0.00254
22 22 6873 11151 0.00027 0.00259
23 23 11949 1806 0.00033 0.00302
24 24 11949 1269 0.00029 0.00312
25 25 2623 3359 0.000289 0.00137
26 26 2623 11159 0.000219 0.00263
27 27 3020 3359 0.000289 0.001341
28 28 3020 12995 0.000229 0.00257
29 29 9670 3359 0.000841 0.00689
30 30 9670 2360 0.000979 0.00586
31 31 8390 3359 0.00014 0.0012
32 32 8390 11515 0.000211 0.001539
33 33 12630 3359 0.000401 0.004901
34 34 12630 11515 0.000219 0.00151
35 35 3340 3359 0.000729 0.004539
36 36 3340 3953 0.00062 0.00482
37 37 7444 8848 0.00052 0.00407
38 38 7444 5026 0.00034 0.00502
39 39 11055 8848 0.00065 0.00698
40 40 11055 13067 0.00059 0.00806
41 41 9857 13125 0.00063 0.00464
42 42 9857 12598 0.000599 0.005099
43 43 7256 7011 0.00064 0.00307
44 44 7256 11232 0.000659 0.003
45 45 12732 9895 0.00053 0.00528
46 46 12732 4416 0.00056 0.0053
47 47 4494 7011 0.0018 0.007919
48 48 4494 10481 0.001651 0.00862
49 49 7913 9895 0.00045 0.00545
50 50 7913 1269 0.00052 0.00476
51 51 3258 10043 0.01286 0.037421
52 52 3258 8238 0.032397 0.123
53 53 697 10043 0.032851 0.069727
54 54 697 11841 0.059942 0.112802
55 55 11629 10942 0.00011 0.00109
56 56 11629 13171 0.00011 0.00107
57 57 9089 11260 0.000461 0.00395
58 58 9089 7609 0.000599 0.003789
59 59 13119 3581 0.00173 0.01542
60 60 13119 6381 0.00166 0.02083
61 61 5075 13106 0.006314 0.018488
62 62 5075 9503 0.015727 0.037669
63 63 11048 10312 0.00374 0.02095
64 64 11048 3185 0.00511 0.019461
65 65 1538 4109 0.011281 0.050771
66 66 1538 3721 0.0115 0.049719
67 67 5803 4109 0.011719 0.048659
68 68 5803 3721 0.01193 0.047599
