#branch_name branch_num bus_from bus_to r(pu)       x(pu)
1 1 3097 659 0.00073 0.00905
2 2 9024 4929 0.00192 0.02296
3 3 1815 6542 0.01431 0.05899
4 4 6542 1445 0.02607 0.07168
5 5 6069 6833 0.00054 0.00465
6 6 6069 2268 0.00126 0.01124
7 7 6069 7180 0.00048 0.00527
8 8 6069 6293 0.00082 0.00938
9 9 1968 9192 0.00028 0.003502
10 10 1968 3493 0.691467 4.414711
11 11 1968 955 0.02004 0.0916
12 12 1968 228 0.841911 4.768444
13 13 1968 6826 0.026 0.08948
14 14 1968 8964 0.002631 0.011889
15 15 1968 5776 0.7232 1.944
16 16 9192 955 0.156169 0.546756
17 17 9192 6826 0.168809 0.580622
18 18 9192 8964 0.019222 0.068209
19 19 8574 1616 0.00039 0.00386
20 20 8574 1163 0.00096 0.01138
21 21 8574 9064 0.00037 0.00325
22 22 8574 8921 0.00029 0.00339
23 23 3493 2299 0.009458 0.158871
24 24 2299 4423 0 0.000222
25 25 6826 2299 0.312951 7.130667
26 26 7563 2299 0.247649 1.075911
27 27 4427 2299 0.06056 0.18612
28 28 8335 2299 2.142489 4.347733
29 29 5155 2299 0.07132 1.068889
30 30 271 2299 0.02268 0.08652
31 31 2449 2299 2.007778 4.494222
32 32 4665 2299 0.006178 0.028938
33 33 4495 2299 0.027711 0.260951
34 34 3493 5587 0 0.000222
35 35 4586 3493 0.00692 0.337378
36 36 228 3493 0.025991 0.10048
37 37 6826 3493 0.083711 0.8648
38 38 7563 3493 0.447378 1.862089
39 39 4427 3493 0.062169 0.153191
40 40 8335 3493 2.492533 4.725778
41 41 5155 3493 0.020271 0.08244
42 42 271 3493 0.11416 1.777556
43 43 5776 3493 0.574978 2.992578
44 44 2449 3493 1.887067 4.964444
45 45 4665 3493 0.250778 0.817422
46 46 4495 3493 0.007049 0.029609
47 47 5587 4586 0.003049 0.020218
48 48 4423 4586 0.002911 0.020262
49 49 4929 2870 4e-05 0.00041
50 50 4929 659 0.00087 0.01087
51 51 4929 1037 4e-05 0.00046
52 52 4929 659 0.00095 0.00924
53 53 1815 5210 0.528017 2.636157
54 54 1815 1445 0.032031 0.128659
55 55 1616 7762 0.00044 0.0032
56 56 1616 2520 0.00046 0.00489
57 57 9064 7762 0.0003 0.00352
58 58 9064 89 0.00051 0.00454
59 59 1317 659 0.00068 0.00746
60 60 1317 8605 0.00093 0.01022
61 61 8605 1367 4e-05 0.0004
62 62 8605 8921 0.00078 0.00698
63 63 1163 1676 4e-05 0.00043
64 64 1163 7051 0.00025 0.00309
65 65 913 7762 0.00047 0.00538
66 66 2107 7762 0.00046 0.00548
