#                ech   decider                 unit/bus PROD/LOAD                  ts  scenario    inject_value     power_value       load_shed    power_capped    DP_firmness  ON/OFF   DMO_firmness
 2015-01-01T10:30:00  market                     TH_A      PROD 2015-01-01T11:00:00        S1  1.00000000E+02  1.00000000E+02  0.00000000E+00  0.00000000E+00           FIRM      ON           FIRM
 2015-01-01T10:30:00  market                     TH_A      PROD 2015-01-01T11:15:00        S1  1.00000000E+02  1.00000000E+02  0.00000000E+00  0.00000000E+00           FIRM      ON           FIRM
 2015-01-01T10:30:00  market                     TH_A      PROD 2015-01-01T11:30:00        S1  1.00000000E+02  1.00000000E+02  0.00000000E+00  0.00000000E+00           FIRM      ON           FIRM
 2015-01-01T10:30:00  market                     TH_A      PROD 2015-01-01T11:45:00        S1  1.00000000E+02  1.00000000E+02  0.00000000E+00  0.00000000E+00           FIRM      ON           FIRM
 2015-01-01T10:30:00  market                     TH_B      PROD 2015-01-01T11:00:00        S1  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00           FIRM     OFF           FIRM
 2015-01-01T10:30:00  market                     TH_B      PROD 2015-01-01T11:15:00        S1  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00           FIRM     OFF           FIRM
 2015-01-01T10:30:00  market                     TH_B      PROD 2015-01-01T11:30:00        S1  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00           FIRM     OFF           FIRM
 2015-01-01T10:30:00  market                     TH_B      PROD 2015-01-01T11:45:00        S1  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00           FIRM     OFF           FIRM
 2015-01-01T10:30:00  market                    bus_1    LOAD 2015-01-01T11:00:00        S1  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       X     X       X
 2015-01-01T10:30:00  market                    bus_1    LOAD 2015-01-01T11:15:00        S1  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       X     X       X
 2015-01-01T10:30:00  market                    bus_1    LOAD 2015-01-01T11:30:00        S1  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       X     X       X
 2015-01-01T10:30:00  market                    bus_1    LOAD 2015-01-01T11:45:00        S1  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       X     X       X
 2015-01-01T10:30:00  market                    bus_2    LOAD 2015-01-01T11:00:00        S1  1.00000000E+02  1.00000000E+02  0.00000000E+00  0.00000000E+00       X     X       X
 2015-01-01T10:30:00  market                    bus_2    LOAD 2015-01-01T11:15:00        S1  1.00000000E+02  1.00000000E+02  0.00000000E+00  0.00000000E+00       X     X       X
 2015-01-01T10:30:00  market                    bus_2    LOAD 2015-01-01T11:30:00        S1  1.00000000E+02  1.00000000E+02  0.00000000E+00  0.00000000E+00       X     X       X
 2015-01-01T10:30:00  market                    bus_2    LOAD 2015-01-01T11:45:00        S1  1.00000000E+02  1.00000000E+02  0.00000000E+00  0.00000000E+00       X     X       X
 2015-01-01T10:30:00  market                    bus_3    LOAD 2015-01-01T11:00:00        S1  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       X     X       X
 2015-01-01T10:30:00  market                    bus_3    LOAD 2015-01-01T11:15:00        S1  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       X     X       X
 2015-01-01T10:30:00  market                    bus_3    LOAD 2015-01-01T11:30:00        S1  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       X     X       X
 2015-01-01T10:30:00  market                    bus_3    LOAD 2015-01-01T11:45:00        S1  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       X     X       X
