#branch_name branch_num bus_from bus_to r(pu)       x(pu)
1 1 4647 1 0.005726 0.010482
2 2 5244 1 0.01284 0.025679
3 3 1682 2 0.005799 0.010615
4 4 1673 3 0.134039 0.309398
5 5 2303 3 0.049131 0.133283
6 6 700 4 0.025926 0.109136
7 7 3939 4 0.05 0.126914
8 8 5046 4 0.02321 0.097407
9 9 4413 5 0.040564 0.113631
10 10 2779 6 0.006047 0.020912
11 11 2780 7 0.012472 0.032099
12 12 2466 8 0.002607 0.017462
13 13 470 9 0.053893 0.14258
14 14 11 10 0.000247 0.001235
15 15 11 10 0.000247 0.001235
16 16 30 11 0.039753 0.100988
17 17 2929 11 0.037654 0.096173
18 18 2181 12 0.014613 0.060721
19 19 4017 12 0.034064 0.121139
20 20 4019 12 0.000242 0.000442
21 21 115 13 2.1e-05 0.000125
22 22 2337 13 0.000145 0.001877
23 23 4577 13 0.000319 0.003234
24 24 116 13 2.1e-05 0.000125
25 25 1225 14 0.04 0.134198
26 26 2874 14 0.012222 0.052346
27 27 4595 14 0.007284 0.045432
28 28 4955 14 0.059963 0.154222
29 29 5230 14 0.018025 0.110988
30 30 2874 14 0.012222 0.052593
31 31 4595 14 0.007284 0.044938
32 32 2906 15 0.037541 0.100529
33 33 4124 15 0.090199 0.211388
34 34 4455 15 0.09801 0.267574
35 35 249 16 0.071806 0.191484
36 36 337 16 0.119174 0.284958
37 37 5834 17 0.022346 0.061111
38 38 3727 18 0.009383 0.019753
39 39 5094 19 0.000252 0.000504
40 40 3727 20 0.001975 0.004444
41 41 1354 21 0.036296 0.099012
42 42 1598 21 0.032716 0.089136
43 43 1843 22 0.138574 0.351474
44 44 5023 22 0.094407 0.210456
45 45 1157 23 0.047115 0.117158
46 46 2703 23 0.039557 0.120937
47 47 3425 23 0.022676 0.062484
48 48 144 24 0.064568 0.16716
49 49 1282 24 0.048605 0.128481
50 50 490 25 0.004815 0.02963
51 51 2093 25 0.007309 0.04463
52 52 612 26 0.034321 0.145802
53 53 1866 26 0.004815 0.009753
54 54 2602 26 0.049012 0.133704
55 55 2922 26 0.04642 0.126543
56 56 3339 26 0.046296 0.125926
57 57 4632 26 0.053704 0.136753
58 58 2922 26 0.03358 0.120988
59 59 536 27 0.006163 0.041067
60 60 2350 27 0.000652 0.004369
61 61 2684 28 0.050945 0.131922
62 62 3892 28 0.058781 0.149005
63 63 2887 29 0.067019 0.137566
64 64 3321 29 0.032754 0.088939
65 65 3321 29 0.030184 0.080096
66 66 144 30 0.066049 0.187778
67 67 1553 30 0.065062 0.133704
68 68 4841 30 0.041728 0.106049
69 69 150 31 0.009574 0.03875
70 70 3162 31 0.000171 0.000313
71 71 3692 31 0.034266 0.09423
72 72 4741 31 0.006803 0.028219
73 73 150 31 0.008566 0.037541
74 74 3729 32 0.009733 0.034089
75 75 366 34 0.000277 0.002015
76 76 1017 33 0.00881 0.033995
77 77 1158 33 0.004642 0.019832
78 78 2580 34 0.008861 0.03506
79 79 2704 34 0.006993 0.032869
80 80 4746 33 0.002173 0.008731
81 81 4858 34 0.00077 0.003121
82 82 5671 33 0.004109 0.016138
83 83 368 35 8.3e-05 0.000907
84 84 1109 35 0.000552 0.006726
85 85 2150 35 0.000512 0.008012
86 86 3135 35 0.001107 0.00918
87 87 367 36 6.2e-05 0.000741
88 88 2150 35 0.000512 0.008019
89 89 2150 36 0.001153 0.013123
90 90 5229 37 0.055933 0.120685
91 91 5515 37 0.039053 0.084404
92 92 730 38 0.00252 0.006551
93 93 1229 39 0.009877 0.042222
94 94 5809 39 0.024815 0.063086
95 95 1229 39 0.009877 0.042222
96 96 2251 40 0.056173 0.142593
97 97 4595 40 0.034444 0.109012
98 98 430 41 0.000158 0.000672
99 99 3953 41 4.5e-05 8.9e-05
100 100 1484 42 0.01096 0.020063
101 101 2765 42 0.002268 0.008818
102 102 2724 43 0.001481 0.006296
103 103 3488 44 0.050617 0.137012
104 104 4322 44 0.074326 0.194507
105 105 5097 45 0.000247 0.000741
106 106 1085 46 0.049131 0.134039
107 107 2194 46 0.033258 0.090955
108 108 3305 46 0.067437 0.123442
109 109 1085 47 0.037289 0.118166
110 110 5363 48 0.021358 0.057037
111 111 1223 49 0.071303 0.180902
112 112 2345 49 0.071554 0.18191
113 113 470 50 0.028193 0.104535
114 114 1676 50 0.055404 0.171429
115 115 3553 50 0.010834 0.071554
116 116 4629 50 0.013857 0.030234
117 117 3553 50 0.011414 0.070648
118 118 4629 50 0.013757 0.030108
119 119 1196 51 0.00478 0.028622
120 120 1197 51 0.00478 0.028583
121 121 166 52 0.01284 0.032716
122 122 5489 52 0.014198 0.036049
123 123 3349 53 0.005291 0.021668
124 124 2769 54 0.01358 0.047654
125 125 373 55 0.000257 0.000514
126 126 2693 56 0.000257 0.002153
127 127 3427 56 0.000277 0.000869
128 128 5098 57 0.000756 0.00252
129 129 3390 58 0.000237 0.00083
130 130 3565 58 0.000178 0.000612
131 131 142 59 0.030486 0.076342
132 132 1652 59 0.011086 0.024691
133 133 2476 60 0.044344 0.170572
134 134 3525 60 0.036709 0.151776
135 135 2228 61 0.017788 0.048551
136 136 2634 61 0.057521 0.145251
137 137 2048 62 0.014109 0.057949
138 138 2950 62 0.007055 0.02973
139 139 371 63 0.024263 0.065911
140 140 3081 63 0.020912 0.059209
141 141 145 64 0.002568 0.011753
142 142 5108 64 0.002568 0.011615
143 143 4607 65 0.006299 0.033585
144 144 4607 65 0.006299 0.033661
145 145 1546 66 0.102293 0.226757
146 146 2292 66 0.177551 0.405291
147 147 3249 66 0.088264 0.161566
148 148 3030 67 0.007307 0.014613
149 149 2883 68 0.067775 0.139834
150 150 4537 68 0.047367 0.16125
151 151 5151 68 0.004031 0.016629
152 152 4610 69 0.073066 0.205089
153 153 5099 70 4.8e-05 8.8e-05
154 154 2165 71 0.000252 0.00252
155 155 3145 71 0.030738 0.088687
156 156 5100 71 0.006551 0.016377
157 157 3145 71 0.025195 0.07483
158 158 3746 72 9.9e-05 0.00077
159 159 3746 73 9.9e-05 0.00077
160 160 5108 74 0.000514 0.003437
161 161 5128 74 0.005476 0.036879
162 162 145 74 0.000514 0.003457
163 163 4964 75 0.017531 0.046914
164 164 2084 75 0.005309 0.014321
165 165 3082 76 0.003477 0.01118
166 166 3832 76 0.000612 0.003121
