#branch_name branch_num bus_from bus_to r(pu)       x(pu)
1 1 639 1 0.005799 0.010615
2 2 2771 2 0.002607 0.017462
3 3 2575 3 2.1e-05 0.000125
4 4 875 3 0.000145 0.001877
5 5 1710 3 0.000319 0.003234
6 6 46 3 2.1e-05 0.000125
7 7 1073 4 0.037541 0.100529
8 8 1533 4 0.090199 0.211388
9 9 1658 4 0.09801 0.267574
10 10 1370 5 0.009383 0.019753
11 11 1370 6 0.001975 0.004444
12 12 199 7 0.006163 0.041067
13 13 880 7 0.000652 0.004369
14 14 1061 8 0.067019 0.137566
15 15 1223 8 0.032754 0.088939
16 16 1223 8 0.030184 0.080096
17 17 1371 10 0.009733 0.034089
18 18 147 11 0.000277 0.002015
19 19 387 2571 0.00881 0.033995
20 20 437 2571 0.004642 0.019832
21 21 955 11 0.008861 0.03506
22 22 991 11 0.006993 0.032869
23 23 1774 2571 0.002173 0.008731
24 24 1817 11 0.00077 0.003121
25 25 2092 2571 0.004109 0.016138
26 26 2591 12 8.3e-05 0.000907
27 27 419 12 0.000552 0.006726
28 28 808 12 0.000512 0.008012
29 29 1158 12 0.001107 0.00918
30 30 148 2572 6.2e-05 0.000741
31 31 808 12 0.000512 0.008019
32 32 808 2572 0.001153 0.013123
33 33 167 13 0.000158 0.000672
34 34 1463 13 4.5e-05 8.9e-05
35 35 820 14 0.033258 0.090955
36 36 465 15 0.071303 0.180902
37 37 878 15 0.071554 0.18191
38 38 2664 16 0.00478 0.028622
39 39 451 16 0.00478 0.028583
40 40 151 17 0.000257 0.000514
41 41 987 18 0.000257 0.002153
42 42 1264 18 0.000277 0.000869
43 43 1903 19 0.000756 0.00252
44 44 1247 20 0.000237 0.00083
45 45 1301 20 0.000178 0.000612
46 46 59 21 0.002568 0.011753
47 47 1908 21 0.002568 0.011615
48 48 591 22 0.102293 0.226757
49 49 855 22 0.177551 0.405291
50 50 1199 22 0.088264 0.161566
51 51 820 23 0.043336 0.11867
52 52 1059 23 0.067775 0.139834
53 53 1691 23 0.047367 0.16125
54 54 1922 23 0.004031 0.016629
55 55 1377 24 9.9e-05 0.00077
56 56 1377 2573 9.9e-05 0.00077
57 57 1908 25 0.000514 0.003437
58 58 1914 25 0.005476 0.036879
59 59 59 25 0.000514 0.003457
60 60 1138 26 0.003477 0.01118
61 61 1409 26 0.000612 0.003121
62 62 2755 27 0.013857 0.035525
63 63 1514 28 2.4e-05 0.000144
64 64 1514 2574 7.1e-05 0.000162
65 65 249 29 0.068027 0.173091
66 66 296 29 0.027211 0.068783
67 67 776 29 0.03099 0.202822
68 68 1274 30 0.000257 0.001165
69 69 1906 31 0.047317 0.131595
70 70 2686 32 0.075838 0.224742
71 71 648 32 0.028471 0.089695
