#branch_name branch_num bus_from bus_to r(pu)       x(pu)
1 1 9 11 0.00064 0.0305
2 2 13 12 0.00069 0.03946
3 3 20 18 0.00088 0.05709
4 4 34 33 0.0007 0.03652
5 5 35 37 0.00036 0.02519
6 6 36 38 0.00036 0.02519
7 7 53 54 0.00034 0.02097
8 8 57 59 0.00034 0.02097
9 9 68 70 0.00081 0.03
10 10 105 107 0.00075 0.02445
11 11 106 108 0.0004 0.0253
12 12 142 145 0.00053 0.02875
13 13 170 171 0.00064 0.0305
14 14 177 180 0.00023 0.023
15 15 178 181 0.00023 0.023
16 16 185 184 0.00032 0.04392
17 17 188 190 0.0003 0.02732
18 18 195 197 0.00035 0.02375
19 19 208 209 0.00051 0.0275
20 20 213 211 0.00084 0.06858
21 21 216 218 0.00033 0.02711
22 22 220 218 0.00032 0.0464
23 23 227 225 0.00113 0.05647
24 24 224 226 0.00075 0.02469
25 25 3116 180 0.00029 0.00317
26 26 3116 181 0.0003 0.00326
27 27 240 82 0.01475 0.08595
28 28 3114 90 0.01244 0.06959
29 29 3114 120 0.01207 0.06905
30 30 144 3115 0.00168 0.01603
31 31 3117 169 0.0018 0.01616
32 32 3117 170 0.0018 0.01616
33 33 3118 61 0.00223 0.02209
34 34 3118 62 0.00223 0.02209
35 35 97 3113 0.00293 0.03054
36 36 56 28 0.01174 0.07014
37 37 35 105 0.00919 0.06614
38 38 36 106 0.00822 0.05767
39 39 167 39 0.01698 0.12459
40 40 153 46 0.01298 0.06738
41 41 152 25 0.01068 0.0475
42 42 188 26 0.01436 0.10729
43 43 53 124 0.01488 0.08161
44 44 52 106 0.01116 0.07171
45 45 203 98 0.00552 0.05948
46 46 234 189 0.01118 0.06597
47 47 221 188 0.01682 0.08909
48 48 222 189 0.01384 0.08702
49 49 238 192 0.01517 0.09938
50 50 57 14 0.01457 0.07362
51 51 229 23 0.01403 0.10413
52 52 115 68 0.00374 0.0438
53 53 187 97 0.00194 0.02007
54 54 58 12 0.0015 0.01506
55 55 210 171 0.00296 0.03484
56 56 136 70 0.00169 0.01931
57 57 38 108 0.00137 0.01569
58 58 37 139 0.00234 0.02677
59 59 32 218 0.00217 0.02513
60 60 136 78 0.00152 0.01739
61 61 138 78 0.00468 0.05347
62 62 97 41 0.00355 0.03617
63 63 107 41 0.00097 0.01052
64 64 61 137 0.00144 0.01446
65 65 15 6 0.013 0.09781
66 66 40 15 0.00525 0.03847
67 67 31 6 0.00457 0.03351
68 68 22 9 0.01469 0.10915
69 69 27 14 0.01262 0.09326
70 70 35 7 0.00924 0.05052
71 71 22 3 0.01068 0.07936
72 72 35 25 0.00585 0.04027
73 73 36 24 0.00585 0.04027
74 74 14 8 0.00558 0.04147
75 75 43 15 0.00089 0.0063
76 76 29 15 0.00442 0.02374
77 77 45 7 0.00494 0.0269
78 78 24 6 0.00287 0.01671
