#branch_name branch_num bus_from bus_to r(pu)       x(pu)
1 1 10330 10331 1e-05 8e-05
2 2 10300 10355 0.05932 0.20245
3 3 10300 10360 0.02058 0.05185
4 4 10367 10201 2e-05 -0.04958
5 5 10367 10202 6e-05 0.08346
6 6 10366 10367 0.0026 0.25917
7 7 10368 10215 2e-05 -0.04961
8 8 10368 10216 6e-05 0.08373
9 9 10369 10368 0.0026 0.26125
10 10 10090 10083 8e-05 0.00079
11 11 10138 10164 0.00168 0.01733
12 12 10139 10109 0.00071 0.00594
13 13 10139 10144 0.00075 0.00681
14 14 10139 10153 0.00194 0.02
15 15 10140 10110 0.00071 0.00594
16 16 10140 10143 0.00075 0.00681
17 17 10140 10153 0.00194 0.02
18 18 10141 10153 0.00233 0.01696
19 19 10090 10085 0.00017 0.00148
20 20 10141 10158 0.00204 0.01707
21 21 10141 10158 0.00204 0.01707
22 22 10143 10144 1e-05 6e-05
23 23 10143 10153 0.00169 0.01381
24 24 10143 10156 0.00119 0.00969
25 25 10144 10126 0.00306 0.02537
26 26 10144 10153 0.00169 0.01381
27 27 10144 10165 0.00244 0.02044
28 28 10091 10090 9e-05 0.00106
29 29 10145 10147 0.00194 0.01606
30 30 10145 10158 0.00189 0.01232
31 31 10171 10094 0 6e-05
32 32 10145 10082 0.00091 0.00923
33 33 10145 10082 0.00091 0.00923
34 34 10146 10154 0.00503 0.01845
35 35 10172 10095 0 6e-05
36 36 10147 10153 0.00156 0.01288
37 37 10173 10095 0 6e-05
38 38 10147 10153 0.00156 0.01288
39 39 10174 10096 2e-05 0.00016
40 40 10147 10161 0.00113 0.00962
41 41 10176 10098 0.00029 0.00219
42 42 10177 10098 0.00029 0.00219
43 43 10147 10169 0.00041 0.00423
44 44 10147 10170 0.00041 0.00423
45 45 10091 10090 9e-05 0.00106
46 46 10147 10037 0.00105 0.00925
47 47 10147 10037 0.00105 0.00925
48 48 10148 10136 0.00293 0.01074
49 49 10148 10149 2e-05 0.0001
50 50 10149 10136 0.00293 0.01074
51 51 10149 10162 0.01595 0.06457
