gen;TS;S;is_lim;p_lim;p0;
wind_2;2015-01-01T11:00:00;S2;false;20.000000;20.000000
wind_2;2015-01-01T11:00:00;S3;false;20.000000;20.000000
wind_1;2015-01-01T11:00:00;S2;false;30.450000;30.450000
wind_1;2015-01-01T11:00:00;S5;false;30.450000;29.496000
wind_2;2015-01-01T11:00:00;S4;false;20.000000;20.000000
wind_2;2015-01-01T11:00:00;S5;false;20.000000;20.000000
wind_1;2015-01-01T11:00:00;S1;false;30.450000;29.582000
wind_1;2015-01-01T11:00:00;S4;true;30.450000;46.937000
wind_1;2015-01-01T11:00:00;S3;true;30.450000;47.364000
wind_2;2015-01-01T11:00:00;S1;false;20.000000;18.955000
