#branch_name branch_num bus_from bus_to r(pu)       x(pu)
1 1 7351 5441 0.00018 0.000781
2 2 4314 7571 0.002961 0.01669
3 3 5803 3916 0.00056 0.00432
4 4 6757 6036 0.0002 0.00246
5 5 6757 6921 0.0003 0.00377
6 6 5019 9112 0.00014 0.00057
7 7 2930 9112 0.00013 0.000729
8 8 1436 9112 0.00012 0.000581
9 9 1851 9112 0.00011 0.00064
10 10 8331 9112 0.00019 0.00056
11 11 6220 8791 0.00062 0.004909
12 12 9203 7842 7e-05 0.00076
13 13 9203 8997 0.00066 0.00622
14 14 9203 2129 0.00054 0.00752
15 15 9203 29 0.00105 0.00877
16 16 118 8903 8e-05 0.00091
17 17 118 4598 0.00056 0.00719
18 18 2426 5533 0.000531 0.002039
19 19 2426 4831 0.008659 0.03769
20 20 2426 8961 0.003849 0.021099
21 21 2426 8522 0.00688 0.035969
22 22 2426 6888 0.006729 0.03713
23 23 2426 3401 0.00111 0.006651
24 24 2426 641 0.0023 0.008909
25 25 2426 2600 0.000841 0.00313
26 26 2426 5351 0.003521 0.017479
27 27 3051 718 3.9e-05 0.00025
28 28 3036 2327 0.000159 0.000729
29 29 8651 7473 0.005281 0.032099
30 30 8651 7473 0.005651 0.029419
31 31 903 3654 0.000271 0.00036
32 32 8732 7050 0.00044 0.00143
33 33 8732 3912 0.000159 0.00074
34 34 2273 1973 0.00019 0.000591
35 35 5131 2928 0.00019 0.00087
36 36 6629 4918 0.002591 0.013659
37 37 6629 7309 0.00305 0.01168
38 38 413 1102 0.000159 0.000599
39 39 413 1102 0.000159 0.00062
40 40 3248 4918 0.00101 0.004229
41 41 3248 4281 0.00319 0.018651
42 42 3248 7309 0.000729 0.00337
43 43 1146 1187 0.002961 0.012831
44 44 1146 7945 0.000591 0.00339
45 45 8900 2421 0.00024 0.001219
46 46 6071 2972 0.006219 0.036341
47 47 6071 6031 0.001841 0.01193
48 48 3293 7264 0.001409 0.01113
49 49 3293 283 0.00151 0.00768
50 50 3293 3069 0.00599 0.03313
51 51 3293 3390 0.001771 0.010151
52 52 4689 4936 0.00074 0.00311
53 53 4689 4936 0.000729 0.003159
54 54 3218 7809 0.005271 0.01906
55 55 3218 5455 0.00906 0.053151
56 56 3218 1857 0.00405 0.0153
57 57 6806 5410 0.00055 0.003961
58 58 6806 5410 0.00055 0.003729
59 59 6806 1609 0.00107 0.007789
60 60 6806 1609 0.00112 0.00775
61 61 6806 1609 0.001031 0.00775
62 62 6806 2438 0.00062 0.003219
63 63 6806 954 0.00068 0.002659
64 64 9140 502 0.00193 0.012479
65 65 9140 3013 0.001159 0.007229
66 66 9140 2949 0.00137 0.008729
67 67 9140 2949 0.001401 0.00855
68 68 9140 2949 0.001331 0.008521
69 69 7070 2208 0.00031 0.00081
70 70 7070 8060 0.000341 0.00119
71 71 7070 4484 0.00031 0.001281
72 72 7070 4239 0.00094 0.0035
73 73 8535 7047 7e-05 0.000651
74 74 5477 3657 0.00019 0.00124
75 75 5477 2928 0.000331 0.002539
76 76 3145 2918 0.0016 0.02113
77 77 7770 5317 0.000909 0.004711
78 78 7770 5317 0.00088 0.004969
79 79 3 8676 0.001841 0.0088
80 80 3 8189 0.01013 0.04238
81 81 7267 2938 0.00059 0.00802
82 82 7267 2938 0.00054 0.0079
83 83 7267 3918 0.00171 0.02128
84 84 7267 3918 0.00174 0.02084
85 85 7267 6581 0.00086 0.01433
