#branch_name branch_num bus_from bus_to r(pu)       x(pu)
1 1 5147 3097 0.0006 0.00616
2 2 5147 8763 0.0005 0.0074
3 3 427 5425 7e-05 0.00057
4 4 427 4704 6e-05 0.00056
5 5 5960 7431 0.003349 0.01656
6 6 5960 3186 0.003409 0.016211
7 7 4481 7431 0.003479 0.01586
8 8 4481 3186 0.003099 0.017969
9 9 5205 7833 0.00236 0.01418
10 10 5205 7770 0.002169 0.015909
11 11 5773 6542 0.00014 0.0012
12 12 5773 7840 0.000211 0.001539
13 13 5214 6542 0.000401 0.004901
14 14 5214 7840 0.000219 0.00151
15 15 2971 6069 0.00052 0.00407
16 16 2971 3445 0.00034 0.00502
17 17 7561 6069 0.00065 0.00698
18 18 7561 8825 0.00059 0.00806
19 19 7556 7058 0.00374 0.02095
20 20 7556 4324 0.00511 0.019461
21 21 132 2962 0.00064 0.00715
22 22 132 4393 0.00089 0.00712
23 23 5044 693 0.00048 0.00555
24 24 5044 7860 0.00047 0.00566
25 25 6883 693 0.00046 0.00524
26 26 6883 7860 0.00052 0.00514
27 27 6494 4945 0.00029 0.00298
28 28 6494 6080 0.0003 0.00291
29 29 7146 7388 0.00042 0.02666
30 30 4735 5239 0.00058 0.00534
31 31 4735 3145 0.00054 0.00589
32 32 3615 8731 0.00036 0.00485
33 33 3615 6246 0.00042 0.00415
34 34 2549 7829 0.003349 0.02445
35 35 2549 4951 0.003281 0.02493
36 36 7004 3370 0 0.00046
37 37 8381 4795 0.00053 0.00587
38 38 8381 5562 0.00055 0.00666
39 39 3409 1716 0.00051 0.00614
40 40 3409 6246 0.00043 0.00406
41 41 1000 6145 0.002211 0.014419
42 42 1000 3186 0.002169 0.013349
43 43 6060 5289 0.00033 0.00101
44 44 7965 5289 0.00028 0.00104
45 45 4363 4507 0.00057 0.0071
46 46 4363 6246 0.00057 0.00697
47 47 425 7526 0.0001 0.00119
48 48 425 5674 0.0001 0.0013
49 49 4799 8581 9e-05 0.00121
50 50 4799 4337 0.0001 0.00134
51 51 4968 2154 0.00039 0.00474
52 52 4968 1747 0.00045 0.00467
53 53 7699 2154 0.00052 0.00567
54 54 7699 1689 0.00054 0.00667
55 55 3097 659 0.00073 0.00905
56 56 9024 4929 0.00192 0.02296
57 57 1815 6542 0.01431 0.05899
58 58 6542 1445 0.02607 0.07168
59 59 6069 6833 0.00054 0.00465
60 60 6069 2268 0.00126 0.01124
61 61 6069 7180 0.00048 0.00527
62 62 6069 6293 0.00082 0.00938
63 63 1968 9192 0.00028 0.003502
64 64 1968 3493 0.691467 4.414711
65 65 1968 955 0.02004 0.0916
66 66 1968 228 0.841911 4.768444
67 67 1968 6826 0.026 0.08948
68 68 1968 8964 0.002631 0.011889
69 69 1968 5776 0.7232 1.944
70 70 9192 955 0.156169 0.546756
71 71 9192 6826 0.168809 0.580622
72 72 9192 8964 0.019222 0.068209
73 73 8574 1616 0.00039 0.00386
74 74 8574 1163 0.00096 0.01138
75 75 8574 9064 0.00037 0.00325
76 76 8574 8921 0.00029 0.00339
77 77 3493 2299 0.009458 0.158871
78 78 2299 4423 0 0.000222
79 79 6826 2299 0.312951 7.130667
80 80 7563 2299 0.247649 1.075911
81 81 4427 2299 0.06056 0.18612
82 82 8335 2299 2.142489 4.347733
83 83 5155 2299 0.07132 1.068889
84 84 271 2299 0.02268 0.08652
85 85 2449 2299 2.007778 4.494222
86 86 4665 2299 0.006178 0.028938
87 87 4495 2299 0.027711 0.260951
88 88 3493 5587 0 0.000222
89 89 4586 3493 0.00692 0.337378
90 90 228 3493 0.025991 0.10048
91 91 6826 3493 0.083711 0.8648
92 92 7563 3493 0.447378 1.862089
93 93 4427 3493 0.062169 0.153191
94 94 8335 3493 2.492533 4.725778
95 95 5155 3493 0.020271 0.08244
96 96 271 3493 0.11416 1.777556
97 97 5776 3493 0.574978 2.992578
98 98 2449 3493 1.887067 4.964444
99 99 4665 3493 0.250778 0.817422
100 100 4495 3493 0.007049 0.029609
101 101 5587 4586 0.003049 0.020218
102 102 4423 4586 0.002911 0.020262
103 103 4929 2870 4e-05 0.00041
104 104 4929 659 0.00087 0.01087
105 105 4929 1037 4e-05 0.00046
106 106 4929 659 0.00095 0.00924
107 107 1815 5210 0.528017 2.636157
108 108 1815 1445 0.032031 0.128659
109 109 1616 7762 0.00044 0.0032
110 110 1616 2520 0.00046 0.00489
111 111 9064 7762 0.0003 0.00352
112 112 9064 89 0.00051 0.00454
113 113 1317 659 0.00068 0.00746
114 114 1317 8605 0.00093 0.01022
115 115 8605 1367 4e-05 0.0004
116 116 8605 8921 0.00078 0.00698
117 117 1163 1676 4e-05 0.00043
118 118 1163 7051 0.00025 0.00309
119 119 913 7762 0.00047 0.00538
120 120 2107 7762 0.00046 0.00548
121 121 2107 5996 0.00016 0.00173
122 122 2107 6293 0.00166 0.01471
123 123 913 7762 0.00051 0.00512
124 124 6704 8921 0.00021 0.00248
125 125 228 4586 0.004391 0.021689
126 126 2441 6293 0.00024 0.00289
127 127 955 3506 0 0.000222
128 128 955 8964 0.01788 0.100471
129 129 3506 2908 0.006458 0.039982
130 130 228 6826 0.106151 0.993333
131 131 228 5776 0.699778 3.232311
132 132 8964 6826 0.257058 0.43592
133 133 5776 6826 0.002769 0.011449
134 134 659 8329 0.00034 0.00305
135 135 659 7051 0.00123 0.01255
136 136 659 9239 6e-05 0.00065
137 137 659 7960 6e-05 0.00063
138 138 659 6233 6e-05 0.00055
139 139 659 5416 0.00079 0.00968
140 140 659 6798 7e-05 0.00079
141 141 792 3279 0 0.000222
142 142 7563 792 2.064178 7.545333
143 143 7279 792 0.153711 0.482489
144 144 8335 792 0.015809 0.12368
145 145 2449 792 0.057978 0.363422
146 146 4665 792 0.6932 2.196889
147 147 4495 792 0.560356 2.395867
148 148 5416 2267 0.00024 0.00213
149 149 5416 7637 0.00093 0.00884
150 150 8964 2168 0 0.000222
151 151 3659 5996 0.00018 0.00204
152 152 5762 5996 0.00018 0.00208
153 153 3242 5097 0 0.000222
154 154 7563 3242 0.02068 0.093391
155 155 4427 3242 0.777778 7.408
156 156 3242 7279 0.00884 0.07292
157 157 271 3242 0.131671 8.295556
158 158 3242 1611 0.082462 0.568222
159 159 5097 1611 0.0042 0.02624
160 160 8181 8179 0.00031 0.00317
161 161 8181 7762 0.00043 0.00498
162 162 9025 7762 0.00042 0.00508
163 163 7563 4427 0.110671 0.773067
164 164 7563 7279 0.00912 0.037609
165 165 7563 8335 0.098049 0.598711
166 166 7563 5155 0.019031 1.160356
167 167 7563 271 0.024071 0.915733
168 168 2449 7563 1.484267 4.479111
169 169 4665 7563 0.011578 0.063271
170 170 4495 7563 0.654889 1.839111
171 171 7563 1611 0.022049 0.10076
172 172 4427 7279 0.459867 2.604711
173 173 4427 8335 2.320222 6.088
174 174 4427 5155 0.006369 0.048089
175 175 4427 271 0.006631 0.0432
176 176 2449 4427 2.567244 6.767111
177 177 4665 4427 0.309889 1.214178
178 178 4495 4427 0.009191 0.043289
179 179 4427 1611 0.691022 5.239556
180 180 5210 1445 0.002669 0.01718
181 181 8179 5509 0.00074 0.00694
182 182 8179 7762 0.00068 0.008
183 183 7279 4014 0 0.000222
184 184 8335 7279 0.00524 0.030631
185 185 5155 7279 0.33932 3.814667
